Q1,Q2,Q3,Q4,Q6,Q24
29,Man,Brazil,Bachelor’s degree,9,10039
34,Woman,United States of America,Bachelor’s degree,3,115389
25,Man,Egypt,Some college/university study without earning a bachelor’s degree,0.6168853324987477,497
20,Man,Sri Lanka,Bachelor’s degree,6,797
25,Woman,Japan,Master’s degree,8,6083
29,Man,India,Bachelor’s degree,2,6883
28,Man,Mexico,Bachelor’s degree,1,4545
24,Man,Nigeria,Master’s degree,0.43029362805273486,32412
30,Man,United States of America,Master’s degree,5,90703
30,Man,India,Master’s degree,0,35122
19,Man,India,Master’s degree,0,701
32,Man,United States of America,Master’s degree,5,41120
37,Man,Thailand,Master’s degree,0.22273935127209865,35568
37,Man,Sweden,Master’s degree,2,4786
24,Woman,Pakistan,Master’s degree,3,2779
28,Man,India,Bachelor’s degree,2,4828
49,Man,Japan,Bachelor’s degree,13,78390
26,Man,Argentina,Doctoral degree,5,11802
27,Man,Nigeria,Bachelor’s degree,0.042645602803512817,913
47,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2,58856
20,Man,Brazil,Bachelor’s degree,3,907
25,Man,India,Master’s degree,0.6392781303580387,110
32,Man,Netherlands,Master’s degree,9,51191
46,Man,Taiwan,Some college/university study without earning a bachelor’s degree,4,11923
46,Man,India,Bachelor’s degree,13,99496
39,Man,Turkey,Master’s degree,0,15472
31,Man,Thailand,Bachelor’s degree,9,3962
36,Man,Israel,Bachelor’s degree,19,163504
26,Man,Tunisia,Professional degree,2,455
29,Man,South Korea,Master’s degree,4,4005
48,Man,Brazil,Bachelor’s degree,0.25992295126550236,13420
31,Man,United States of America,Master’s degree,15,492140
32,Woman,Italy,Master’s degree,2,59777
39,Man,India,Master’s degree,5,88
51,Woman,Canada,Master’s degree,20,92742
73,Man,Portugal,Doctoral degree,24,49369
22,Woman,Viet Nam,Bachelor’s degree,2,71220
27,Man,India,Bachelor’s degree,10,8854
37,Man,Morocco,No formal education past high school,3,1648
29,Man,Kenya,Bachelor’s degree,0.2516028651115134,1580
27,Woman,Russia,Master’s degree,5,10123
25,Man,Italy,Doctoral degree,12,52975
29,Man,India,Master’s degree,10,25478
50,Man,Ukraine,Professional degree,5,14131
25,Man,Germany,Master’s degree,17,77637
31,Woman,India,Master’s degree,4,8384
43,Man,Japan,Master’s degree,0.9240180733151802,5154
68,Man,Brazil,Master’s degree,20,62814
47,Man,Taiwan,Professional degree,25,42551
27,Man,"Iran, Islamic Republic of...",Doctoral degree,5,725
41,Man,Turkey,Bachelor’s degree,1,17419
46,Man,Brazil,Master’s degree,0.8008414348129526,23067
36,Man,India,Master’s degree,13,370
31,Man,Thailand,Master’s degree,5,29632
55,Man,Italy,Bachelor’s degree,20,25619
19,Woman,India,Bachelor’s degree,4,12234
41,Man,Philippines,Master’s degree,1,5394
39,Man,Malaysia,Doctoral degree,16,17129
26,Man,Bangladesh,Master’s degree,5,7428
18,Man,Turkey,Bachelor’s degree,1,15937
27,Woman,Sri Lanka,Master’s degree,4,295
49,Man,United States of America,Bachelor’s degree,20,151857
35,Man,Japan,Master’s degree,2,5447
32,Man,Brazil,Professional degree,9,833
34,Woman,Israel,Bachelor’s degree,0.04498882849786734,25862
56,Man,Greece,Master’s degree,23,76504
30,Man,Germany,Master’s degree,6,40284
30,Man,India,Master’s degree,10,24040
38,Man,India,Bachelor’s degree,12,91629
49,Man,Japan,Master’s degree,1,87559
24,Man,Kenya,Bachelor’s degree,0.2126025577442726,727
45,Man,Mexico,Master’s degree,12,8613
31,Man,Republic of Korea,Master’s degree,4,3091
34,Man,Russia,Master’s degree,2,45497
58,Man,India,Bachelor’s degree,9,216
62,Man,United States of America,Bachelor’s degree,26,104991
25,Man,Brazil,Doctoral degree,6,26621
28,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5,56346
28,Man,Tunisia,Master’s degree,1,1192
45,Man,Colombia,Master’s degree,0,1657
27,Man,India,Bachelor’s degree,3,18005
45,Man,United States of America,Master’s degree,1,197425
30,Man,India,Doctoral degree,6,8316
29,Man,Japan,Bachelor’s degree,3,5562
36,Man,Russia,Master’s degree,20,58227
23,Man,India,Bachelor’s degree,2,4130
28,Woman,Philippines,Master’s degree,0.01732548811949275,6441
20,Man,Ukraine,Master’s degree,5,5474
37,Man,India,Bachelor’s degree,3,921
34,Man,Nigeria,Bachelor’s degree,1,679
34,Woman,India,Professional degree,5,2385
48,Man,Spain,Master’s degree,13,24540
24,Woman,France,Master’s degree,8,44169
32,Man,India,Master’s degree,10,1847
26,Woman,India,Master’s degree,2,9640
36,Man,India,Bachelor’s degree,12,21130
22,Man,Viet Nam,Bachelor’s degree,5,166
26,Man,India,Bachelor’s degree,3,37289
35,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,4,165129
30,Man,Ukraine,Some college/university study without earning a bachelor’s degree,19,42357
26,Man,Romania,Bachelor’s degree,2,13479
25,Woman,India,Bachelor’s degree,5,6442
29,Man,Japan,Master’s degree,1,3752
24,Man,Russia,Some college/university study without earning a bachelor’s degree,0.8389318105219721,693
29,Man,India,Master’s degree,3,671
23,Man,India,Master’s degree,3,850
48,Man,Argentina,Doctoral degree,25,1968
32,Man,Canada,Doctoral degree,9,5967
32,Man,Thailand,Bachelor’s degree,8,1560
22,Man,United Arab Emirates,Bachelor’s degree,7,27291
24,Man,India,Master’s degree,1,4178
25,Man,Spain,Doctoral degree,7,27900
36,Man,India,Master’s degree,4,19454
22,Man,Turkey,Bachelor’s degree,1,224
30,Man,India,Master’s degree,6,22897
37,Man,United States of America,Master’s degree,20,247080
26,Man,China,Master’s degree,1,35306
56,Man,United States of America,Master’s degree,3,91312
27,Man,India,Bachelor’s degree,9,190705
34,Man,Sri Lanka,Bachelor’s degree,4,34705
30,Man,India,Bachelor’s degree,18,63085
31,Man,Russia,Bachelor’s degree,4,41410
31,Man,Sri Lanka,Master’s degree,10,19099
32,Man,South Korea,Doctoral degree,5,682
31,Man,United States of America,Bachelor’s degree,0.6626199541016711,65324
25,Man,Germany,Doctoral degree,5,3791
32,Woman,India,Master’s degree,11,25159
27,Man,Italy,Master’s degree,2,33937
50,Man,United States of America,Doctoral degree,21,48116
46,Man,India,Master’s degree,0.4997622035325454,41342
43,Man,Ukraine,Master’s degree,1,9990
22,Man,India,Master’s degree,3,11990
36,Man,Turkey,Master’s degree,7,88640
27,Woman,India,Master’s degree,4,11288
30,Man,United States of America,Bachelor’s degree,3,118799
23,Woman,Mexico,Master’s degree,2,19959
33,Man,Nigeria,Professional degree,0.5373013106558583,1867
26,Man,India,Master’s degree,5,55159
26,Woman,India,Master’s degree,7,1073
27,Man,India,Bachelor’s degree,3,3264
34,Woman,United States of America,Master’s degree,5,91524
29,Man,Brazil,Bachelor’s degree,4,852
45,Man,Germany,Doctoral degree,20,92326
58,Man,Brazil,Doctoral degree,19,38099
22,Man,India,Master’s degree,2,10493
31,Man,India,Professional degree,0.806894547980263,3688
24,Man,India,Bachelor’s degree,0,739
27,Woman,France,Doctoral degree,3,2239
29,Woman,Spain,Doctoral degree,2,1167
30,Man,Brazil,Master’s degree,0.2852370466579014,12636
43,Man,Brazil,Master’s degree,10,43861
25,Woman,Canada,Master’s degree,5,84969
47,Man,United States of America,Master’s degree,12,185167
65,Man,Australia,Master’s degree,27,778
31,Man,India,Master’s degree,5,106768
22,Man,United States of America,Master’s degree,3,387
24,Man,India,Master’s degree,4,977
39,Man,Netherlands,Master’s degree,20,96656
22,Man,Turkey,Master’s degree,1,283
47,Woman,India,Professional degree,17,2238
59,Man,India,Doctoral degree,20,14466
47,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4,116293
24,Woman,India,Bachelor’s degree,1,671
25,Man,Germany,Master’s degree,4,45340
22,Man,Brazil,Bachelor’s degree,5,592
35,Man,Russia,Master’s degree,10,47083
25,Man,Egypt,Doctoral degree,3,1352
25,Man,Pakistan,Master’s degree,1,3560
34,Man,Russia,Bachelor’s degree,6,19240
26,Woman,India,Doctoral degree,1,6579
33,Man,Japan,Master’s degree,20,54381
39,Man,India,Master’s degree,4,10756
36,Man,United States of America,Doctoral degree,2,116957
34,Woman,Brazil,Master’s degree,6,3460
48,Man,Brazil,Master’s degree,11,196353
23,Woman,Colombia,Master’s degree,3,2017
42,Man,Greece,Master’s degree,0,13434
21,Woman,United States of America,Bachelor’s degree,0,38062
29,Woman,Malaysia,Doctoral degree,9,12024
31,Man,France,Master’s degree,4,55931
26,Man,United States of America,Master’s degree,4,96668
32,Man,Italy,Doctoral degree,15,74911
33,Man,Mexico,Master’s degree,9,44604
23,Man,India,Bachelor’s degree,1,8684
25,Man,India,Bachelor’s degree,4,3473
27,Man,Italy,Master’s degree,8,28184
30,Man,United States of America,Master’s degree,2,67535
54,Man,Republic of Korea,Bachelor’s degree,11,7108
36,Man,Japan,Master’s degree,0.25734053982266525,5214
56,Man,United States of America,Master’s degree,22,137377
24,Man,Indonesia,Bachelor’s degree,5,923
38,Man,Turkey,Doctoral degree,12,13238
34,Man,"Iran, Islamic Republic of...",Doctoral degree,13,414
34,Man,Thailand,Bachelor’s degree,1,4316
36,Woman,United States of America,Master’s degree,6,66484
27,Man,Canada,Bachelor’s degree,1,3948
22,Man,India,Master’s degree,0.8968654379839526,383
45,Man,Netherlands,Master’s degree,25,109986
19,Woman,India,Bachelor’s degree,2,123
39,Woman,Peru,Some college/university study without earning a bachelor’s degree,0.6158945215314263,4950
23,Man,Morocco,Master’s degree,10,475
40,Woman,Ireland,Master’s degree,9,43404
23,Man,India,Master’s degree,5,322
26,Man,India,Bachelor’s degree,7,11814
28,Man,India,Bachelor’s degree,2,10618
30,Man,Colombia,Master’s degree,0.9350826650339442,27151
25,Man,India,Bachelor’s degree,2,7090
27,Man,Turkey,Doctoral degree,4,20717
26,Man,United States of America,Bachelor’s degree,4,123640
28,Man,India,Bachelor’s degree,3,6278
30,Man,Israel,Bachelor’s degree,6,105229
33,Man,Ireland,No formal education past high school,0.5928807116630497,57710
35,Man,United States of America,Bachelor’s degree,17,206000
59,Man,Brazil,Bachelor’s degree,24,62456
30,Man,India,Bachelor’s degree,12,36165
22,Woman,India,Bachelor’s degree,1,5981
24,Man,United States of America,Bachelor’s degree,4,96497
28,Woman,France,Master’s degree,3,18097
26,Woman,Philippines,Master’s degree,1,726
25,Man,Belarus,Bachelor’s degree,6,20579
41,Man,Italy,Doctoral degree,23,37606
30,Man,Nigeria,Master’s degree,0.07903309803124914,915
29,Man,Chile,Master’s degree,10,37611
29,Man,Egypt,Master’s degree,4,655
48,Man,United States of America,Doctoral degree,21,223606
51,Man,United States of America,Master’s degree,27,59648
27,Man,Italy,Doctoral degree,18,20978
24,Man,India,Bachelor’s degree,1,6685
21,Woman,India,Bachelor’s degree,0,23640
28,Man,India,Bachelor’s degree,9,44090
37,Woman,Kenya,Doctoral degree,5,740
26,Woman,India,Master’s degree,2,5304
34,Man,United States of America,Master’s degree,5,137356
54,Man,Brazil,Doctoral degree,23,30878
34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,10,248787
53,Man,Italy,Master’s degree,26,25546
38,Man,Russia,Master’s degree,20,21482
68,Woman,United States of America,Master’s degree,0,74006
22,Man,Tunisia,Bachelor’s degree,3,1590
23,Man,Greece,Bachelor’s degree,2,1985
18,Woman,Singapore,Some college/university study without earning a bachelor’s degree,0.38576105563453034,14408
28,Woman,India,Bachelor’s degree,1,12222
43,Man,Brazil,Professional degree,19,84826
71,Man,Chile,Master’s degree,27,174764
35,Woman,Italy,Doctoral degree,3,531
40,Man,South Africa,Master’s degree,10,51861
29,Man,Japan,Bachelor’s degree,0.8062330632715695,2223
34,Man,India,Master’s degree,2,913
25,Woman,India,Master’s degree,0.8789366585243579,6404
45,Man,Ukraine,Doctoral degree,29,43646
19,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,0,193
23,Man,India,Master’s degree,0.09199895929489876,684
30,Man,Thailand,Doctoral degree,8,11375
44,Woman,Canada,Doctoral degree,0.18101501253726882,42921
29,Man,India,Master’s degree,2,445
46,Man,Japan,Bachelor’s degree,15,455
44,Man,United Arab Emirates,Master’s degree,10,96722
45,Man,India,Professional degree,17,21607
46,Man,Italy,Doctoral degree,30,62068
23,Man,India,Master’s degree,3,9805
35,Woman,Taiwan,Master’s degree,19,18530
35,Man,China,Master’s degree,4,33568
24,Man,Tunisia,Bachelor’s degree,7,4714
34,Man,Taiwan,Master’s degree,0.08523133062332489,2476
31,Man,United States of America,Master’s degree,1,64759
22,Man,Malaysia,Some college/university study without earning a bachelor’s degree,0.12479741448848669,11657
28,Man,Israel,Master’s degree,7,48352
22,Man,India,Professional degree,0.844962849226194,4578
31,Man,Germany,Doctoral degree,16,73907
59,Man,Japan,Some college/university study without earning a bachelor’s degree,1,99544
24,Woman,Egypt,Master’s degree,5,518
24,Man,Italy,Master’s degree,4,642
19,Man,Ukraine,Bachelor’s degree,1,6176
41,Man,Japan,Master’s degree,4,66114
23,Man,Brazil,Master’s degree,1,1486
26,Woman,Poland,Master’s degree,9,15211
23,Man,Tunisia,Bachelor’s degree,5,804
18,Man,Russia,Bachelor’s degree,0.19674637242715654,899
59,Man,United States of America,Master’s degree,25,179229
32,Man,Ukraine,Doctoral degree,14,26868
29,Man,United States of America,Master’s degree,5,135712
54,Woman,Egypt,Bachelor’s degree,4,880
45,Man,Mexico,Master’s degree,0.7566219771273922,139893
31,Man,United States of America,Master’s degree,7,124392
33,Man,United States of America,Master’s degree,9,146588
52,Man,India,Bachelor’s degree,16,38229
29,Man,Taiwan,Master’s degree,6,16492
40,Man,Brazil,Master’s degree,27,51398
18,Man,Kenya,Bachelor’s degree,1,296
22,Man,India,Bachelor’s degree,2,4857
30,Man,Germany,Master’s degree,15,51041
53,Man,Spain,Some college/university study without earning a bachelor’s degree,29,23741
38,Woman,United States of America,Doctoral degree,6,117850
38,Woman,France,Doctoral degree,13,58436
30,Man,Canada,Master’s degree,8,68214
43,Man,India,Master’s degree,0,19806
20,Man,India,Bachelor’s degree,0.9817621593248063,868
23,Man,China,Master’s degree,1,1859
29,Man,India,Master’s degree,0,1356
29,Man,Pakistan,Master’s degree,2,5086
28,Man,Canada,Bachelor’s degree,8,48367
32,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,10,167796
42,Man,Israel,Master’s degree,3,87407
32,Man,India,Bachelor’s degree,1,37766
33,Man,Japan,Master’s degree,2,84701
30,Man,Pakistan,Doctoral degree,2,509
34,Man,India,Doctoral degree,5,729
31,Man,United States of America,Master’s degree,19,89371
23,Man,Nepal,Bachelor’s degree,5,135
23,Man,India,Bachelor’s degree,3,41754
42,Man,United States of America,Bachelor’s degree,3,85423
27,Man,India,Bachelor’s degree,4,8759
30,Man,Brazil,Master’s degree,16,21897
42,Woman,Spain,Professional degree,1,18344
22,Woman,India,Master’s degree,5,675
39,Man,United States of America,Some college/university study without earning a bachelor’s degree,30,864
58,Man,Chile,Professional degree,0.6543199976926056,24767
25,Man,Greece,Master’s degree,0.055809777175575004,1250
32,Man,Russia,Some college/university study without earning a bachelor’s degree,9,47354
35,Man,Ukraine,Master’s degree,1,1056
26,Man,China,Master’s degree,0.5031474921901082,2029
26,Man,Ghana,Bachelor’s degree,0.2704932725391537,539
30,Man,United States of America,Master’s degree,3,96828
60,Man,United States of America,Master’s degree,24,91270
32,Man,Canada,Master’s degree,3,116671
33,Woman,Tunisia,Master’s degree,0.0464783301213374,3730
30,Man,India,Master’s degree,5,13918
36,Man,Switzerland,Master’s degree,3,114481
43,Man,India,Bachelor’s degree,0,16370
34,Man,Colombia,Master’s degree,14,4405
29,Woman,India,Master’s degree,5,914
29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.8150687280172705,378
38,Man,Canada,Master’s degree,2,469
31,Man,Italy,Master’s degree,5,1126
52,Man,Taiwan,Master’s degree,2,40518
